Received Date,Employer Name,Employer City,Employer State,Employer Zip Code,Industry,Complaint Type,Minimum Wage,Tips,Prevailing Wage,Independent contractor misclassification,Retaliation,Overtime,Non-payment of wages,Vacation Pay,Meal Period,Child Labor,Unpaid commissions,Personnel records,Other,Domestic Worker Law Violation,Earned Sick Leave,Temp Workers' Right to Know,Minor Working Too Early or Too Late,Minor Working Too Many Hours,Minor Working Without a Permit,Minor Working in a Prohibited Occupation,Minor Serving Alcohol,Minor Unsupervised after 8pm,Number
4/22/2024,Bournewood Hospital                                                                                                                                   ,Brookline                          ,MA   ,02467-0000     ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249080
4/22/2024,"Cape Diabetes and Endocrinology, PLLC                                                                                                                 ",Cataumet                           ,MA   ,02534          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249166
4/22/2024,Cliff Ponte Realty/Keller Williams                                                                                                                    ,Rochester                          ,MA   ,02770          ,Real Estate/Property Management                                                                     , , , , , , , , , , , , , , , , , , , , , , , ,1249178
4/22/2024,Concierge Services / Greg Doyle                                                                                                                       ,Plymouth                           ,MA   ,02121          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249017
4/22/2024,Datos Insights and Datos Holdings                                                                                                                     ,Boston                             ,MA   ,02339          ,Bank/Financial                                                                                      ,Non-Payment of Wage                               , , , , , , ,Yes, , , , ,Yes, , , , , , , , , , ,1249186
4/22/2024,Dewey’s Jazz Lounge                                                                                                                                   ,Springfield                        ,MA   ,01103          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , ,Yes, , , , ,Yes, , , , , , , , , , , , , , , ,1249011
4/22/2024,DiPietro Heating and Cooling                                                                                                                          ,Haverhill                          ,MA   ,01835          ,Construction                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249007
4/22/2024,East Coast Construction                                                                                                                               ,Portsmouth                         ,RI   ,02871          ,Construction                                                                                        ,Non-Payment of Wage                               , , , , ,Yes,Yes,Yes, ,Yes, , , , , , , , , , , , , ,1249095
4/22/2024,"Elizabeth Grady School of Esthetics and Massage Therapy, Inc.                                                                                         ",Medford                            ,MA   ,02169          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , , ,Yes, , , , , , , , , , , , , , ,1249122
4/22/2024,Eye Physicians of Northampton                                                                                                                         ,Florence                           ,MA   ,01062          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , , , , , ,Yes, , , , , , , , , , , ,1249148
4/22/2024,First Rugs                                                                                                                                            ,Acton                              ,MA   ,01720          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249027
4/22/2024,"FreshGoGo, Inc.                                                                                                                                       ",Plainview                          ,NY   ,11803          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249084
4/22/2024,Greenlining Management                                                                                                                                ,Braintree                          ,MA   ,02184          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249078
4/22/2024,"Intro-act, Inc, and Blueshift Research, William O. Jenks, and Peter Wright                                                                            ",Needham                            ,MA   ,02494          ,Bank/Financial                                                                                      ,Non-Payment of Wage                               , , , ,Yes,Yes,Yes,Yes,Yes,Yes, , ,Yes, , ,Yes, , , , , , , ,1249030
4/22/2024,Jake's                                                                                                                                                ,Northampton                        ,MA   ,01060          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , ,Yes, , , , ,Yes, , , , , , , , , , , , , , , ,1249113
4/22/2024,JJ Restaurant Group dba Punch Bowl                                                                                                                    ,Brookline                          ,MA   ,02446          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , , , , ,Yes, ,Yes, , , , , , , , , , , , , , , ,1249110
4/22/2024,Kelly Nissan of Lynnfield                                                                                                                             ,Lynnfield                          ,MA   ,01940          ,Retail/Sales                                                                                        , , , , , , , , , , , , , , , , , , , , , , , ,1249158
4/22/2024,Leddy's Bakery                                                                                                                                        ,Fall River                         ,MA   ,02724          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , , , , , , , , ,Yes, , , , , , , , , , , , , ,1249032
4/22/2024,"Machado Youssef, Jaqueline                                                                                                                            ",North Andover                      ,MA   ,01845          ,Domestic Worker                                                                                     ,Non-Payment of Wage                               ,Yes, , , ,Yes,Yes,Yes,Yes, , , ,Yes,Yes,Yes,Yes, , , , , , , ,1249224
4/22/2024,Mass General Brigham                                                                                                                                  ,Somerville                         ,MA   ,02145          ,Hospitals/Nursing Home/Healthcare                                                                   , , , , , , , , , , , , , , , , , , , , , , , ,1249147
4/22/2024,Massachusetts Bay Transportation Authority (MBTA)                                                                                                     ,Boston                             ,MA   ,02116          ,Government                                                                                          , , , , , , , , , , , , , , , , , , , , , , , ,1249137
4/22/2024,NETA                                                                                                                                                  ,Brookline                          ,MA   ,02445          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , , , , , ,Yes, , , , , , , ,1249010
4/22/2024,Next Step Healthcare                                                                                                                                  ,Lee                                ,MA   ,01201          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , , ,Yes, , , , , , , , , , , , , , ,1249008
4/22/2024,"Northeast Security, Inc.                                                                                                                              ",Westwood                           ,MA   ,02090          ,Security                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , ,Yes, , , , , , , ,1249068
4/22/2024,Old Country Pizza and Roast Beef                                                                                                                      ,Weymouth                           ,MA   ,02188          ,Restaurant/Hotel                                                                                    ,Prevailing Wage                                   ,Yes, ,Yes, , , , , , , , , , , , , , , , , , , ,1249036
4/22/2024,Pioneer Valley Health and Rehabilitation                                                                                                              ,South Hadley                       ,MA   ,01075          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249194
4/22/2024,Poplin                                                                                                                                                ,Lehi                               ,UT   ,84043          ,Cleaning/Janitorial                                                                                 ,Non-Payment of Wage                               , ,Yes, ,Yes, , ,Yes, , , , , , , , , , , , , , , ,1249039
4/22/2024,Rico’s Sub & Pizza                                                                                                                                    ,North Attleborough                 ,MA   ,02760          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , , , , , , , , , , ,Yes, , , , , , , , , , , ,1249126
4/22/2024,Sonia's Auto Group                                                                                                                                    ,Orange                             ,MA   ,01364          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , ,Yes, , , , , , , , , , , ,1249023
4/22/2024,"Spring Park Properties, Inc.                                                                                                                          ",East Longmeadow                    ,MA   ,01028          ,Real Estate/Property Management                                                                     ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , ,Yes, ,Yes, , , , , , , , , ,1249216
4/22/2024,"SRC Pittsfield OP, LLC                                                                                                                                ", , , ,PCA/Home Healthcare                                                                                 ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249121
4/22/2024,Stop & Shop                                                                                                                                           ,Quincy                             ,MA   ,02169          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , , ,Yes, , , , , , , , , , , , , , ,1249043
4/22/2024,Tempus Unlimited                                                                                                                                      ,Stoughton                          ,MA   , ,PCA/Home Healthcare                                                                                 ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249054
4/22/2024,The Patton Group                                                                                                                                      ,Walnut Creek                       ,CA   ,94596          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               ,Yes, , ,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes, , , ,Yes, , , , , , , ,1249151
4/22/2024,The Tack Room                                                                                                                                         ,Lincoln                            ,MA   ,01773          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , ,Yes, , , , ,Yes, , , , , , , , , , , , , , , ,1249076
4/22/2024,The UPS Store                                                                                                                                         ,Boston                             ,MA   ,02109          ,Transportation/Delivery                                                                             , , , , , , , , , , , , , , , , , , , , , , , ,1249157
4/22/2024,Town of Belmont                                                                                                                                       ,Belmont                            ,MA   ,02478          ,Government                                                                                          ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1249012
4/22/2024,UMass Memorial Health Harrington Hospital                                                                                                             ,Southbridge                        ,MA   ,01550          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,1249167
4/22/2024,United Seating & Mobility LLC dba Numotion                                                                                                            ,Taunton                            ,MA   ,02780          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , ,Yes, ,Yes, , , , , , , , , , , , , , , ,1249214
4/22/2024,Wellpath                                                                                                                                              ,Foxboro                            ,MA   ,02035          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,1249025
4/22/2024,Yamichoice Inc.                                                                                                                                       ,Lexington                          ,MA   ,02421          ,Technology/Biotech                                                                                  ,Non-Payment of Wage                               , , , ,Yes, , ,Yes, , , , , , , , , , , , , , , ,1249132
4/22/2024,YMCA Camp Spindrift                                                                                                                                   ,Gloucester                         ,MA   ,01930          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , , , ,Yes, , , , , , , , , , , , , ,1249232
4/19/2024,Andersen Cycle Works / Carleton Andersen                                                                                                              ,Framingham                         ,MA   ,01702          ,Auto Mechanic                                                                                       ,Non-Payment of Wage                               , , , , , ,Yes,Yes,Yes,Yes, , , , , ,Yes, , , , , , , ,1248951
4/19/2024,"Arch Painting, Inc.                                                                                                                                   ",Woburn                             ,MA   ,01801          ,Construction                                                                                        ,Non-Payment of Wage                               , , , , , , , ,Yes, , , , , , , , , , , , , , ,1248909
4/19/2024,Athena Health Care                                                                                                                                    ,Haverhill                          ,MA   ,01830          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , ,Yes, , , , , , , , , , , , , , , , , ,1248991
4/19/2024,Beyond Independent Living                                                                                                                             ,Boston                             ,MA   ,02132          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248958
4/19/2024,Beyond Independent Living                                                                                                                             ,Boston                             ,MA   ,02132          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248959
4/19/2024,Boston University                                                                                                                                     ,Boston                             ,MA   ,02215          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248911
4/19/2024,Clean Harbors                                                                                                                                         ,Norwell                            ,MA   ,02061          ,Transportation/Delivery                                                                             ,Non-Payment of Wage                               , , , , , , , , , , , , , , , , , , , , , , ,1248981
4/19/2024,DENS Facilities Services                                                                                                                              ,Somerville                         ,MA   ,02130          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , , , , , , , , , ,Yes, , , , , , , ,1248943
4/19/2024,Kratovil Law                                                                                                                                          , ,MA   , ,Legal                                                                                               , , , , , , , , , , , , , , , , , , , , , , , ,1248931
4/19/2024,Leavitt Family Jewish Home                                                                                                                            ,Longmeadow                         ,MA   ,01106          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , , , ,Yes, , , , , , , , , , , , , ,1248963
4/19/2024,Little Caesar’s                                                                                                                                       ,Lowell                             ,MA   ,01852          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , , , , ,Yes, , , , , , , , , , , , , , , , , ,1248955
4/19/2024,Lola Burger                                                                                                                                           ,Boston                             ,MA   ,02210          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , , , , , , , ,Yes, , , , , , , , , , , , , , ,1248975
4/19/2024,Luxury Optical Holdings                                                                                                                               ,Chestnut Hill                      ,MA   ,02467          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , ,Yes, ,Yes, ,Yes, ,Yes,Yes, , ,Yes, , , , , , , ,1248908
4/19/2024,Macrae Provisions                                                                                                                                     ,South Yarmouth                     ,MA   ,02664          ,Retail/Sales                                                                                        , , , , , , , , , , , , , , , , , , , , , , , ,1248972
4/19/2024,Roso Property Management                                                                                                                              ,New Bedford                        ,MA   ,02746          ,Real Estate/Property Management                                                                     , , , , , , , , , , , , , , , , , , , , , , , ,1248915
4/19/2024,Savana Healthcare                                                                                                                                     ,Dorchester                         ,MA   ,02122          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248933
4/19/2024,"Skin Beaute', Inc. (Skin Beaute Med Spa)                                                                                                              ",Randolph                           ,MA   ,02368          ,Salons (Nail and Hair)                                                                              ,Non-Payment of Wage                               , ,Yes, , , ,Yes, ,Yes, , ,Yes, , , ,Yes, , , , , , , ,1248910
4/19/2024,Springwell f/k/a BayPath Elderly Services                                                                                                             ,Marlboro                           ,MA   ,01752          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248944
4/19/2024,"Sweetmot, LLC                                                                                                                                         ",Charlton                           ,MA   ,01507          ,Construction                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248973
4/19/2024,Taste of Brazil Bakery                                                                                                                                ,Brockton                           ,MA   ,02302          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , ,Yes, , , ,Yes,Yes,Yes,Yes, , , , , ,Yes, , , , , , , ,1248918
4/18/2024,Automatic Machine Products                                                                                                                            ,Taunton                            ,MA   ,02780          ,Manufacturing/Food Processing                                                                       ,Non-Payment of Wage                               , , , , , , , , , , , , , , , , , , , , , , ,1248775
4/18/2024,Automatic Machine Products                                                                                                                            ,Taunton                            ,MA   ,02780          ,Manufacturing/Food Processing                                                                       ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248745
4/18/2024,Automatic Machine Products                                                                                                                            ,Taunton                            ,MA   ,02780          ,Manufacturing/Food Processing                                                                       ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248776
4/18/2024,Aveanna Healthcare                                                                                                                                    ,West Springfield                   ,MA   ,01089          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , , , , , , , ,Yes, , , , , , , , , ,1248835
4/18/2024,BeWell Organic Medicine                                                                                                                               ,Lowell                             ,MA   ,01852          ,Services                                                                                            , , , , , , , , , , , , , , , , , , , , , , , ,1248838
4/18/2024,Beyond Independent Living                                                                                                                             ,Boston                             ,MA   ,02132          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , , ,Yes, , , , , , , , , , , , , , ,1248863
4/18/2024,Billerica Auto Parts                                                                                                                                  ,Lynn                               ,MA   ,01905          ,Retail/Sales                                                                                        , , , , , , , , , , , , , , , , , , , , , , , ,1248842
4/18/2024,Boston Master Construction                                                                                                                            , , , ,Construction                                                                                        ,Non-Payment of Wage                               , , , , , ,Yes,Yes, , , , , , , , , , , , , , , ,1248872
4/18/2024,Boston University                                                                                                                                     ,Boston                             ,MA   ,02215          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248740
4/18/2024,Boston University                                                                                                                                     ,Boston                             ,MA   ,02215          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248742
4/18/2024,Colantonio Inc.                                                                                                                                       ,Holliston                          ,MA   ,01746          ,Construction                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , ,Yes, , , , , , , , , ,1248839
4/18/2024,Lakefront Dog Retreat                                                                                                                                 ,Leominster                         ,MA   ,01453          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes, ,Yes, , , , , , , , , , , , , ,1248812
4/18/2024,Maplebear Inc. dba Instacart                                                                                                                          ,San Francisco                      ,CA   ,94107          ,Transportation/Delivery                                                                             ,Non-Payment of Wage                               ,Yes,Yes, ,Yes, ,Yes,Yes, , , , ,Yes, , ,Yes, , , , , , , ,1248743
4/18/2024,Matrix Absence Management Co.                                                                                                                         ,Philadelphia                       ,PA   ,19101          ,Services                                                                                            , , , , , , , , , , , , , , , , , , , , , , , ,1248867
4/18/2024,Merchant Lynx Services                                                                                                                                ,Palm Beach Gardens                 ,FL   ,33418          ,Bank/Financial                                                                                      ,Non-Payment of Wage                               , , , , ,Yes, ,Yes, , , ,Yes,Yes, , , , , , , , , , ,1248739
4/18/2024,Met Cap Management                                                                                                                                    ,Weymouth                           ,MA   ,02191          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , ,Yes,Yes, , ,Yes, ,Yes, , , ,Yes, , , , , , , ,1248830
4/18/2024,Reliant Medical Group / Optum                                                                                                                         ,Shrewsbury                         ,MA   ,01545          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , , ,Yes, , , , , , ,Yes, , , , , , , ,1248818
4/18/2024,Rockwood Music Hall Boston                                                                                                                            ,Boston                             ,MA   ,02215          ,Entertainment/Gaming                                                                                ,Non-Payment of Wage                               , , , , , ,Yes,Yes,Yes, , , , , , , , , , , , , , ,1248737
4/18/2024,Salem Barrio LLC                                                                                                                                      ,Salem                              ,MA   ,01970          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248848
4/18/2024,"ShopiCar, Inc.                                                                                                                                        ",Canton                             ,MA   ,02021          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248771
4/18/2024,The Berry Tavern                                                                                                                                      ,Danvers                            ,MA   ,01923          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , ,Yes, , ,Yes, , , ,Yes, , , , , ,Yes, , , , , , , ,1248808
4/18/2024,Wellpath                                                                                                                                              ,Foxboro                            ,MA   ,02035          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248741
4/18/2024,Western Massachusetts Policy Center                                                                                                                   ,Northampton                        ,MA   ,01061          ,Services                                                                                            ,Non-Payment of Wage                               ,Yes, , ,Yes,Yes, ,Yes, , , , , , , , , , , , , , , ,1248766
4/17/2024,AA Home Improvement                                                                                                                                   ,New Bedford                        ,MA   ,02744          ,Construction                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248541
4/17/2024,Anna’s Cleaning                                                                                                                                       ,Leominster                         ,MA   ,01453          ,Cleaning/Janitorial                                                                                 , , , , , , , , , , , , , , , , , , , , , , , ,1248602
4/17/2024,Automatic Machine Products                                                                                                                            ,Taunton                            ,MA   ,02780          ,Manufacturing/Food Processing                                                                       ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248692
4/17/2024,Boston Concierge Services                                                                                                                             ,Plymouth                           ,MA   ,02360          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,1248627
4/17/2024,Boston University                                                                                                                                     ,Boston                             ,MA   ,02215          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248539
4/17/2024,Boston University                                                                                                                                     ,Boston                             ,MA   ,02215          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248540
4/17/2024,Boston University                                                                                                                                     ,Boston                             ,MA   ,02215          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248660
4/17/2024,Brewster Ambulance Service                                                                                                                            ,Weymouth                           ,MA   ,02188          ,Transportation/Delivery                                                                             ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , ,Yes, , , , , , , , , ,1248671
4/17/2024,Clipboard Health                                                                                                                                      ,Covina                             ,CA   ,91723          ,Hospitals/Nursing Home/Healthcare                                                                   , , , , , , , , , , , , , , , , , , , , , , , ,1248623
4/17/2024,Concierge Services Inc                                                                                                                                ,Plymouth                           ,MA   ,02360          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248659
4/17/2024,Democracy Brewing                                                                                                                                     ,Boston                             ,MA   ,02111          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248632
4/17/2024,Inspira Financial                                                                                                                                     ,Oak Brook                          ,IL   ,60523          ,Services                                                                                            , , , , , , , , , , , , , , , , , , , , , , , ,1248667
4/17/2024,Markantonis Group Inc                                                                                                                                 ,Mashpee                            ,MA   ,02649          ,Restaurant/Hotel                                                                                    , , , , , , , , , , , , , , , , , , , , , , , ,1248600
4/17/2024,McDonald’s                                                                                                                                            ,Greenfield                         ,MA   ,01301          ,Restaurant/Hotel                                                                                    , , , , , , , , , , , , , , , , , , , , , , , ,1248537
4/17/2024,Medical Resources Home Health Corp.                                                                                                                   ,Newton                             ,MA   ,02460          ,Staffing/Temp Agency                                                                                ,Non-Payment of Wage                               ,Yes, , , , , , , , , , , , , , , , , , , , , ,1248536
4/17/2024,Quealy Towing                                                                                                                                         ,Everett                            ,MA   ,02149          ,Services                                                                                            ,Non-Payment of Wage                               , , , , ,Yes, ,Yes, , , , , , , , , , , , , , , ,1248535
4/17/2024,Roxbury Community College                                                                                                                             ,Roxbury                            ,MA   ,02120-3400     ,Government                                                                                          , , , , , , , , , , , , , , , , , , , , , , , ,1248583
4/17/2024,uBriGene Boston Biosciences Inc                                                                                                                       ,Worcester                          ,MA   ,01845          ,Technology/Biotech                                                                                  ,Non-Payment of Wage                               , , , , ,Yes, , , , , , , , , ,Yes, , , , , , , ,1248683
4/16/2024,Amenitek                                                                                                                                              ,Lanesborough                       ,MA   ,01237          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,1248361
4/16/2024,Anthony Contracting Inc.                                                                                                                              ,Brockton                           ,MA   ,02302          ,Construction                                                                                        ,Non-Payment of Wage                               , , , ,Yes, ,Yes,Yes, , , , , ,Yes, ,Yes, , , , , , , ,1248474
4/16/2024,BB Kidz Klub                                                                                                                                          ,Leominster                         ,MA   ,01453          ,Entertainment/Gaming                                                                                ,Child Labor / Youth Employment                    , , , , , , , , , ,Yes, , , , , , , ,Yes, , , ,Yes,1248300
4/16/2024,Blue Jeans Pizza                                                                                                                                      ,Worcester                          ,MA   ,01609          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , ,Yes, , ,Yes, ,Yes, , , , , , , , , , , , , , , ,1248309
4/16/2024,"Blue Tarp Re-Development, LLC d/b/a MGM Springfield                                                                                                   ",Springfield                        ,MA   ,01103          ,Entertainment/Gaming                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1248357
